00000066.png 467.39,223.04;1267.02,213.75;1300.63,853.72;467.02,880.25;
00022789.png 531.15,155.17;1284.78,158.22;1326.55,750.71;479.49,748.82;
00022822.png 532.74,169.15;1283.49,169.72;1324.03,764.75;483.73,762.82;
00022856.png 534.03,180.61;1281.83,181.12;1322.14,777.34;485.67,775.14;
00022889.png 538.02,191.24;1283.65,192.01;1322.85,786.86;492.92,786.9;
00022922.png 536.76,195.81;1280.41,194.38;1318.81,790.06;493.88,792.49;
00022956.png 532.05,198.79;1276.45,194.68;1313.5,793.5;492.16,795.83;
00022989.png 522.71,185.15;1279.19,178.65;1314.73,788.27;485.01,793.65;
00023023.png 524.89,178.9;1273.58,172.62;1308.82,775.3;488.37,780.57;
00023056.png 525.63,162.15;1277.06,155.04;1309.38,760.83;492.97,765.82;
00023089.png 521.17,156.51;1282.67,148.03;1313,759.52;489.87,763.67;
00023123.png 527.09,155.98;1277.63,149.82;1306.84,756.19;495.8,760.81;
00023156.png 528.1,164.6;1277.46,156.77;1308.25,763.9;496.8,769.99;
00023189.png 524.71,175.37;1279.29,167.55;1306.61,778.97;496.31,783.34;
00023223.png 520.99,191.45;1272.78,183.86;1300.65,796.9;490.67,799.69;
00023256.png 517.5,200.41;1274.16,189.73;1298.69,811.13;481.71,812.34;
